mean_sentiment,us_state,date,politician,ticket
0.046725005,Delaware,2020-10-08,donaldtrump,Republican
0.0014333328,Arkansas,2020-10-08,mikepence,Republican
0.040232353,Arizona,2020-10-08,kamalaharris,Democrat
0.04777037,Illinois,2020-10-08,mikepence,Republican
0.20184594,Minnesota,2020-10-08,joebiden,Democrat
-0.014135897,Massachusetts,2020-10-08,joebiden,Democrat
-0.38505,Puerto Rico,2020-10-08,kamalaharris,Democrat
0.24514286,Delaware,2020-10-08,joebiden,Democrat
0.13066,Louisiana,2020-10-08,joebiden,Democrat
-0.30574167,Washington,2020-10-08,donaldtrump,Republican
0.134275,Connecticut,2020-10-08,joebiden,Democrat
0.044606663,Idaho,2020-10-08,joebiden,Democrat
-0.02958272,Florida,2020-10-08,donaldtrump,Republican
-0.3396619,Oregon,2020-10-08,donaldtrump,Republican
-0.306025,South Dakota,2020-10-08,kamalaharris,Democrat
0.144088,Indiana,2020-10-08,mikepence,Republican
0.17359999,Wisconsin,2020-10-08,mikepence,Republican
0.0054750005,Nevada,2020-10-08,joebiden,Democrat
0.1732,Georgia,2020-10-08,kamalaharris,Democrat
0.07174507,Arizona,2020-10-08,joebiden,Democrat
-0.044216674,Nevada,2020-10-08,mikepence,Republican
0.33824617,New Hampshire,2020-10-08,joebiden,Democrat
0.124029405,Iowa,2020-10-08,joebiden,Democrat
0.22235769,Oregon,2020-10-08,kamalaharris,Democrat
0.21328136,Michigan,2020-10-08,joebiden,Democrat
-0.5259167,Connecticut,2020-10-08,donaldtrump,Republican
0.1804,Montana,2020-10-08,kamalaharris,Democrat
0.38086668,South Dakota,2020-10-08,joebiden,Democrat
-0.08787777,Wisconsin,2020-10-08,donaldtrump,Republican
0.23675714,Maine,2020-10-08,joebiden,Democrat
0.18171668,Oklahoma,2020-10-08,mikepence,Republican
-0.0058732387,New York,2020-10-08,kamalaharris,Democrat
0.1453,Maine,2020-10-08,kamalaharris,Democrat
-0.22288333,Nebraska,2020-10-08,donaldtrump,Republican
0.17975,Wyoming,2020-10-08,kamalaharris,Democrat
0.4345,New Hampshire,2020-10-08,kamalaharris,Democrat
-0.19471112,Tennessee,2020-10-08,donaldtrump,Republican
0.0032976072,Kansas,2020-10-08,joebiden,Democrat
0.3612,Delaware,2020-10-08,mikepence,Republican
0.10177369,Alabama,2020-10-08,joebiden,Democrat
0.09732794,no_loc,2020-10-08,mikepence,Republican
0.1877909,Tennessee,2020-10-08,kamalaharris,Democrat
-0.028759379,Pennsylvania,2020-10-08,donaldtrump,Republican
0.012567021,other,2020-10-08,mikepence,Republican
-0.037358083,other,2020-10-08,donaldtrump,Republican
0.23077728,Massachusetts,2020-10-08,mikepence,Republican
0.020546157,South Carolina,2020-10-08,donaldtrump,Republican
0.09049452,North Carolina,2020-10-08,joebiden,Democrat
0.015421054,Maryland,2020-10-08,donaldtrump,Republican
0.30164,New Mexico,2020-10-08,joebiden,Democrat
0.05559615,Indiana,2020-10-08,joebiden,Democrat
-0.10057442,New York,2020-10-08,donaldtrump,Republican
0.1928,Georgia,2020-10-08,mikepence,Republican
0.1915889,Oklahoma,2020-10-08,kamalaharris,Democrat
-0.6124,Puerto Rico,2020-10-08,joebiden,Democrat
0.017071428,Missouri,2020-10-08,kamalaharris,Democrat
0.051580004,Colorado,2020-10-08,mikepence,Republican
0.27923334,Hawaii,2020-10-08,donaldtrump,Republican
0.13768,West Virginia,2020-10-08,kamalaharris,Democrat
0.14377221,Nevada,2020-10-08,kamalaharris,Democrat
0.05025001,Utah,2020-10-08,mikepence,Republican
0.13727619,Illinois,2020-10-08,joebiden,Democrat
0.11934546,Utah,2020-10-08,donaldtrump,Republican
-0.115930125,Texas,2020-10-08,donaldtrump,Republican
-0.077796556,Ohio,2020-10-08,donaldtrump,Republican
-0.5859,North Dakota,2020-10-08,mikepence,Republican
-0.11023334,Colorado,2020-10-08,donaldtrump,Republican
-0.35639998,Delaware,2020-10-08,kamalaharris,Democrat
-0.12898,New Mexico,2020-10-08,kamalaharris,Democrat
0.025167648,Illinois,2020-10-08,donaldtrump,Republican
-0.05961364,Utah,2020-10-08,joebiden,Democrat
0.17036,West Virginia,2020-10-08,donaldtrump,Republican
-0.10256875,Louisiana,2020-10-08,kamalaharris,Democrat
0.12843,Michigan,2020-10-08,kamalaharris,Democrat
0.0,New Hampshire,2020-10-08,donaldtrump,Republican
-0.22977728,Virginia,2020-10-08,kamalaharris,Democrat
0.1449,Vermont,2020-10-08,mikepence,Republican
0.15959445,Michigan,2020-10-08,mikepence,Republican
0.14515945,Pennsylvania,2020-10-08,mikepence,Republican
0.10791359,Pennsylvania,2020-10-08,joebiden,Democrat
-0.2941143,Nevada,2020-10-08,donaldtrump,Republican
-0.068035,Washington,2020-10-08,mikepence,Republican
-0.021186361,New Jersey,2020-10-08,donaldtrump,Republican
0.07868334,Alaska,2020-10-08,donaldtrump,Republican
0.070375755,Ohio,2020-10-08,kamalaharris,Democrat
0.30682498,South Carolina,2020-10-08,kamalaharris,Democrat
-0.17123334,South Carolina,2020-10-08,mikepence,Republican
0.469625,Montana,2020-10-08,joebiden,Democrat
0.1978,New Hampshire,2020-10-08,mikepence,Republican
-0.22224167,Massachusetts,2020-10-08,donaldtrump,Republican
-0.180332,Michigan,2020-10-08,donaldtrump,Republican
0.023271428,Arkansas,2020-10-08,kamalaharris,Democrat
0.035742857,Pennsylvania,2020-10-08,kamalaharris,Democrat
-0.17228846,District of Columbia,2020-10-08,donaldtrump,Republican
0.0014000024,Alaska,2020-10-08,joebiden,Democrat
0.08061786,Wisconsin,2020-10-08,joebiden,Democrat
-0.004152238,Texas,2020-10-08,mikepence,Republican
0.19084287,Minnesota,2020-10-08,kamalaharris,Democrat
0.29924545,Tennessee,2020-10-08,mikepence,Republican
-0.07126666,Rhode Island,2020-10-08,kamalaharris,Democrat
0.033323076,Virginia,2020-10-08,joebiden,Democrat
-0.088915,Missouri,2020-10-08,donaldtrump,Republican
0.16333425,Ohio,2020-10-08,joebiden,Democrat
-0.036014285,Kansas,2020-10-08,donaldtrump,Republican
0.10135384,Kentucky,2020-10-08,kamalaharris,Democrat
-0.06346,Missouri,2020-10-08,mikepence,Republican
0.12557241,District of Columbia,2020-10-08,mikepence,Republican
0.21874283,North Dakota,2020-10-08,joebiden,Democrat
0.110725,Virginia,2020-10-08,mikepence,Republican
0.12439091,New Jersey,2020-10-08,kamalaharris,Democrat
-0.20301819,North Carolina,2020-10-08,donaldtrump,Republican
0.098858625,Kentucky,2020-10-08,joebiden,Democrat
0.12111215,other,2020-10-08,joebiden,Democrat
-0.14075455,Oklahoma,2020-10-08,donaldtrump,Republican
0.065649986,Rhode Island,2020-10-08,mikepence,Republican
0.112584285,District of Columbia,2020-10-08,joebiden,Democrat
-0.061408494,Texas,2020-10-08,kamalaharris,Democrat
0.079625,Arkansas,2020-10-08,donaldtrump,Republican
-0.0381,Alaska,2020-10-08,kamalaharris,Democrat
0.1971,Rhode Island,2020-10-08,donaldtrump,Republican
0.17377143,Utah,2020-10-08,kamalaharris,Democrat
-0.040491533,no_loc,2020-10-08,donaldtrump,Republican
0.14685448,California,2020-10-08,joebiden,Democrat
0.15956,Minnesota,2020-10-08,mikepence,Republican
0.07699642,New York,2020-10-08,mikepence,Republican
-0.1052,Vermont,2020-10-08,donaldtrump,Republican
-0.009053127,North Carolina,2020-10-08,kamalaharris,Democrat
0.23150909,Vermont,2020-10-08,joebiden,Democrat
-0.0529,Mississippi,2020-10-08,kamalaharris,Democrat
0.13514,Idaho,2020-10-08,mikepence,Republican
-0.11709999,Virginia,2020-10-08,donaldtrump,Republican
0.13569565,Arizona,2020-10-08,mikepence,Republican
0.8352,Maine,2020-10-08,mikepence,Republican
0.24285,South Dakota,2020-10-08,mikepence,Republican
-0.0762,Vermont,2020-10-08,kamalaharris,Democrat
-0.07350667,Wisconsin,2020-10-08,kamalaharris,Democrat
0.24798,Connecticut,2020-10-08,mikepence,Republican
0.15571442,Georgia,2020-10-08,joebiden,Democrat
0.021024076,Tennessee,2020-10-08,joebiden,Democrat
0.074777775,Colorado,2020-10-08,joebiden,Democrat
0.836,Wyoming,2020-10-08,joebiden,Democrat
-0.03581112,Iowa,2020-10-08,donaldtrump,Republican
0.9415,Montana,2020-10-08,mikepence,Republican
0.1263054,Maryland,2020-10-08,joebiden,Democrat
0.080299996,Washington,2020-10-08,joebiden,Democrat
0.39565,Mississippi,2020-10-08,mikepence,Republican
0.10484706,Massachusetts,2020-10-08,kamalaharris,Democrat
0.0964307,Texas,2020-10-08,joebiden,Democrat
-0.126772,Arizona,2020-10-08,donaldtrump,Republican
-0.13277481,California,2020-10-08,donaldtrump,Republican
0.059645213,New York,2020-10-08,joebiden,Democrat
-0.064423084,Maryland,2020-10-08,kamalaharris,Democrat
0.089829415,Indiana,2020-10-08,donaldtrump,Republican
-0.0001354167,California,2020-10-08,mikepence,Republican
0.104725905,Kansas,2020-10-08,kamalaharris,Democrat
0.30556667,Idaho,2020-10-08,kamalaharris,Democrat
0.4429375,Maryland,2020-10-08,mikepence,Republican
-0.0208,Alabama,2020-10-08,kamalaharris,Democrat
0.1822,Nebraska,2020-10-08,mikepence,Republican
0.3119643,Nebraska,2020-10-08,joebiden,Democrat
-0.3359,Hawaii,2020-10-08,joebiden,Democrat
0.07905227,no_loc,2020-10-08,joebiden,Democrat
0.09126875,Indiana,2020-10-08,kamalaharris,Democrat
0.23079285,Mississippi,2020-10-08,joebiden,Democrat
0.19276863,Oregon,2020-10-08,joebiden,Democrat
0.513375,Alabama,2020-10-08,mikepence,Republican
0.027238235,District of Columbia,2020-10-08,kamalaharris,Democrat
-0.12589474,West Virginia,2020-10-08,joebiden,Democrat
-0.10823333,Alaska,2020-10-08,mikepence,Republican
-0.06945238,Kentucky,2020-10-08,donaldtrump,Republican
0.14730111,Florida,2020-10-08,kamalaharris,Democrat
0.043665826,no_loc,2020-10-08,kamalaharris,Democrat
0.12938261,Washington,2020-10-08,kamalaharris,Democrat
0.1535111,South Carolina,2020-10-08,joebiden,Democrat
0.5437125,Rhode Island,2020-10-08,joebiden,Democrat
-0.013399998,Georgia,2020-10-08,donaldtrump,Republican
0.14060889,Florida,2020-10-08,joebiden,Democrat
-0.6418,Alabama,2020-10-08,donaldtrump,Republican
-0.3526,North Dakota,2020-10-08,donaldtrump,Republican
-0.10972727,Oklahoma,2020-10-08,joebiden,Democrat
-0.031996552,Ohio,2020-10-08,mikepence,Republican
-0.004672729,Maine,2020-10-08,donaldtrump,Republican
-0.015844442,Iowa,2020-10-08,kamalaharris,Democrat
0.2244377,New Jersey,2020-10-08,joebiden,Democrat
-0.09645,Oregon,2020-10-08,mikepence,Republican
0.13694286,Louisiana,2020-10-08,donaldtrump,Republican
-0.11045,Idaho,2020-10-08,donaldtrump,Republican
0.08889333,California,2020-10-08,kamalaharris,Democrat
-0.13328,Iowa,2020-10-08,mikepence,Republican
-0.01133871,Missouri,2020-10-08,joebiden,Democrat
0.1021,New Jersey,2020-10-08,mikepence,Republican
0.1915625,North Carolina,2020-10-08,mikepence,Republican
0.16016383,Illinois,2020-10-08,kamalaharris,Democrat
-0.31318,Mississippi,2020-10-08,donaldtrump,Republican
-0.8573,Montana,2020-10-09,mikepence,Republican
0.19348966,Georgia,2020-10-09,joebiden,Democrat
0.011835295,Michigan,2020-10-09,donaldtrump,Republican
-0.007670132,no_loc,2020-10-09,donaldtrump,Republican
0.09968286,Michigan,2020-10-09,kamalaharris,Democrat
-0.023105552,Illinois,2020-10-09,joebiden,Democrat
-0.143775,Florida,2020-10-09,mikepence,Republican
0.07894,Idaho,2020-10-09,kamalaharris,Democrat
0.12230001,Nevada,2020-10-09,kamalaharris,Democrat
0.06307827,District of Columbia,2020-10-09,kamalaharris,Democrat
0.1403,Vermont,2020-10-09,kamalaharris,Democrat
0.0,Montana,2020-10-09,joebiden,Democrat
-0.19672498,North Dakota,2020-10-09,kamalaharris,Democrat
0.05218333,Oklahoma,2020-10-09,mikepence,Republican
0.01935,Puerto Rico,2020-10-09,joebiden,Democrat
-0.23896,Arizona,2020-10-09,donaldtrump,Republican
0.098557144,Utah,2020-10-09,donaldtrump,Republican
-0.11266666,North Dakota,2020-10-09,donaldtrump,Republican
-0.08333333,Arkansas,2020-10-09,donaldtrump,Republican
0.8352,Maine,2020-10-09,kamalaharris,Democrat
0.3034,Delaware,2020-10-09,joebiden,Democrat
-0.20792499,New Hampshire,2020-10-09,joebiden,Democrat
0.12198725,Texas,2020-10-09,kamalaharris,Democrat
-0.022975001,Nevada,2020-10-09,donaldtrump,Republican
-0.27597332,Minnesota,2020-10-09,kamalaharris,Democrat
0.08518095,Minnesota,2020-10-09,joebiden,Democrat
0.011160001,West Virginia,2020-10-09,kamalaharris,Democrat
0.06129999,New Mexico,2020-10-09,mikepence,Republican
-0.08758182,North Carolina,2020-10-09,donaldtrump,Republican
0.34086,Iowa,2020-10-09,joebiden,Democrat
-0.20868,West Virginia,2020-10-09,mikepence,Republican
-0.57194996,Arkansas,2020-10-09,mikepence,Republican
-0.07063,Louisiana,2020-10-09,donaldtrump,Republican
-0.04161739,Colorado,2020-10-09,donaldtrump,Republican
0.103502244,California,2020-10-09,joebiden,Democrat
-0.0220125,Kentucky,2020-10-09,mikepence,Republican
0.008647367,Massachusetts,2020-10-09,joebiden,Democrat
-0.8922,South Dakota,2020-10-09,donaldtrump,Republican
0.09215292,no_loc,2020-10-09,kamalaharris,Democrat
0.391645,Kentucky,2020-10-09,kamalaharris,Democrat
-0.17189047,Oregon,2020-10-09,mikepence,Republican
-0.32145,Nebraska,2020-10-09,mikepence,Republican
-0.0031869595,Virginia,2020-10-09,joebiden,Democrat
0.032025006,Nebraska,2020-10-09,joebiden,Democrat
-0.14908695,Georgia,2020-10-09,mikepence,Republican
-0.039659098,Virginia,2020-10-09,donaldtrump,Republican
-0.57395,Alaska,2020-10-09,joebiden,Democrat
-0.21351667,Iowa,2020-10-09,donaldtrump,Republican
0.2188174,Tennessee,2020-10-09,kamalaharris,Democrat
-0.14691076,New York,2020-10-09,donaldtrump,Republican
-0.034089655,New York,2020-10-09,joebiden,Democrat
-0.12671429,Virginia,2020-10-09,mikepence,Republican
-0.13121304,Arizona,2020-10-09,mikepence,Republican
-0.12445555,Arkansas,2020-10-09,joebiden,Democrat
-0.09317586,New Jersey,2020-10-09,donaldtrump,Republican
0.13338637,Washington,2020-10-09,kamalaharris,Democrat
-0.02332477,Kansas,2020-10-09,joebiden,Democrat
0.05565454,Wisconsin,2020-10-09,joebiden,Democrat
0.210025,Idaho,2020-10-09,mikepence,Republican
-0.17676875,Utah,2020-10-09,joebiden,Democrat
-0.23850715,Oklahoma,2020-10-09,donaldtrump,Republican
-0.09322856,Arkansas,2020-10-09,kamalaharris,Democrat
0.0062666633,Rhode Island,2020-10-09,joebiden,Democrat
0.10895469,New York,2020-10-09,kamalaharris,Democrat
0.2686147,Pennsylvania,2020-10-09,kamalaharris,Democrat
-0.8047,Alaska,2020-10-09,donaldtrump,Republican
-0.7099,Wyoming,2020-10-09,mikepence,Republican
-0.057288487,other,2020-10-09,donaldtrump,Republican
-0.11533333,New Mexico,2020-10-09,joebiden,Democrat
0.011479997,Wisconsin,2020-10-09,donaldtrump,Republican
-0.2935714,Louisiana,2020-10-09,mikepence,Republican
0.49220002,Maine,2020-10-09,mikepence,Republican
0.059307143,Pennsylvania,2020-10-09,joebiden,Democrat
0.4651,Maine,2020-10-09,donaldtrump,Republican
-0.30276,Nebraska,2020-10-09,donaldtrump,Republican
0.15462728,Oregon,2020-10-09,joebiden,Democrat
0.5259,Wyoming,2020-10-09,kamalaharris,Democrat
0.30057502,Alabama,2020-10-09,kamalaharris,Democrat
0.033144444,Florida,2020-10-09,joebiden,Democrat
0.2384,Indiana,2020-10-09,kamalaharris,Democrat
-0.41226667,North Dakota,2020-10-09,mikepence,Republican
-0.060839258,Texas,2020-10-09,joebiden,Democrat
-0.2352125,Connecticut,2020-10-09,kamalaharris,Democrat
-0.027275223,no_loc,2020-10-09,joebiden,Democrat
-0.013126346,California,2020-10-09,donaldtrump,Republican
0.03997353,Pennsylvania,2020-10-09,donaldtrump,Republican
0.0,Rhode Island,2020-10-09,kamalaharris,Democrat
-0.8074,Vermont,2020-10-09,mikepence,Republican
-0.01966,Wisconsin,2020-10-09,kamalaharris,Democrat
0.010447998,Florida,2020-10-09,donaldtrump,Republican
-0.24823332,Puerto Rico,2020-10-09,donaldtrump,Republican
-0.021077778,Alabama,2020-10-09,mikepence,Republican
0.16426,Georgia,2020-10-09,kamalaharris,Democrat
-0.077072725,Arizona,2020-10-09,kamalaharris,Democrat
-0.08765001,Connecticut,2020-10-09,donaldtrump,Republican
0.060648836,Florida,2020-10-09,kamalaharris,Democrat
0.20119,Louisiana,2020-10-09,joebiden,Democrat
0.14695,Alaska,2020-10-09,mikepence,Republican
-0.532925,Delaware,2020-10-09,donaldtrump,Republican
0.015500002,District of Columbia,2020-10-09,mikepence,Republican
0.018675925,Texas,2020-10-09,donaldtrump,Republican
-0.24205,Minnesota,2020-10-09,mikepence,Republican
0.02676316,Maryland,2020-10-09,kamalaharris,Democrat
0.054829724,Ohio,2020-10-09,joebiden,Democrat
-0.094825804,Ohio,2020-10-09,mikepence,Republican
-0.13582651,Texas,2020-10-09,mikepence,Republican
0.18543333,New Hampshire,2020-10-09,mikepence,Republican
-0.10242917,Indiana,2020-10-09,mikepence,Republican
0.02005833,Connecticut,2020-10-09,joebiden,Democrat
0.3484,Vermont,2020-10-09,joebiden,Democrat
0.17705001,Nebraska,2020-10-09,kamalaharris,Democrat
0.3062,Hawaii,2020-10-09,mikepence,Republican
-0.10858276,Illinois,2020-10-09,kamalaharris,Democrat
0.14695714,District of Columbia,2020-10-09,joebiden,Democrat
0.04464444,Washington,2020-10-09,joebiden,Democrat
-0.01451081,Michigan,2020-10-09,joebiden,Democrat
-0.11340164,Kansas,2020-10-09,mikepence,Republican
-0.26801035,Pennsylvania,2020-10-09,mikepence,Republican
0.14538333,New Hampshire,2020-10-09,kamalaharris,Democrat
-0.017741483,other,2020-10-09,joebiden,Democrat
-0.09217333,Maryland,2020-10-09,joebiden,Democrat
-0.027753334,Ohio,2020-10-09,donaldtrump,Republican
0.1027,Idaho,2020-10-09,joebiden,Democrat
-0.23152143,Tennessee,2020-10-09,mikepence,Republican
0.090710714,Tennessee,2020-10-09,joebiden,Democrat
-0.4767,South Dakota,2020-10-09,kamalaharris,Democrat
-0.40576,Iowa,2020-10-09,mikepence,Republican
-0.079916134,no_loc,2020-10-09,mikepence,Republican
0.10338333,Maine,2020-10-09,joebiden,Democrat
0.29119232,Colorado,2020-10-09,kamalaharris,Democrat
0.0499,Maryland,2020-10-09,mikepence,Republican
0.15614238,other,2020-10-09,kamalaharris,Democrat
-0.18474999,Maryland,2020-10-09,donaldtrump,Republican
-0.08060286,Illinois,2020-10-09,donaldtrump,Republican
-0.060932353,North Carolina,2020-10-09,joebiden,Democrat
0.10195833,Indiana,2020-10-09,joebiden,Democrat
0.048723083,Massachusetts,2020-10-09,mikepence,Republican
-0.22905715,Missouri,2020-10-09,mikepence,Republican
-0.3454,West Virginia,2020-10-09,donaldtrump,Republican
0.1544,Kentucky,2020-10-09,donaldtrump,Republican
0.15493333,Wyoming,2020-10-09,joebiden,Democrat
0.15782632,Louisiana,2020-10-09,kamalaharris,Democrat
0.11237777,New Hampshire,2020-10-09,donaldtrump,Republican
-0.192736,New York,2020-10-09,mikepence,Republican
-0.15908824,South Carolina,2020-10-09,kamalaharris,Democrat
0.05792,West Virginia,2020-10-09,joebiden,Democrat
0.1411,New Mexico,2020-10-09,kamalaharris,Democrat
-0.2556611,Missouri,2020-10-09,joebiden,Democrat
-0.046784207,Oregon,2020-10-09,donaldtrump,Republican
0.23267727,Colorado,2020-10-09,joebiden,Democrat
-0.16631052,Minnesota,2020-10-09,donaldtrump,Republican
-0.22641724,Washington,2020-10-09,mikepence,Republican
0.071432255,Ohio,2020-10-09,kamalaharris,Democrat
0.14854483,New Jersey,2020-10-09,kamalaharris,Democrat
0.007009526,Nevada,2020-10-09,joebiden,Democrat
0.022560002,Nevada,2020-10-09,mikepence,Republican
0.023659999,Montana,2020-10-09,donaldtrump,Republican
0.123500004,Iowa,2020-10-09,kamalaharris,Democrat
-0.17326546,California,2020-10-09,mikepence,Republican
0.3414625,Oregon,2020-10-09,kamalaharris,Democrat
-0.225025,Hawaii,2020-10-09,joebiden,Democrat
-0.034276918,Indiana,2020-10-09,donaldtrump,Republican
-0.07980001,Montana,2020-10-09,kamalaharris,Democrat
-0.37173334,Alabama,2020-10-09,donaldtrump,Republican
0.70534,Mississippi,2020-10-09,donaldtrump,Republican
0.14279999,Alabama,2020-10-09,joebiden,Democrat
-0.062319998,other,2020-10-09,mikepence,Republican
0.5766,Puerto Rico,2020-10-09,kamalaharris,Democrat
0.29121,Utah,2020-10-09,kamalaharris,Democrat
-0.04329697,Georgia,2020-10-09,donaldtrump,Republican
0.172728,Washington,2020-10-09,donaldtrump,Republican
-0.16549999,Delaware,2020-10-09,kamalaharris,Democrat
-0.378625,New Jersey,2020-10-09,mikepence,Republican
0.14827587,Massachusetts,2020-10-09,kamalaharris,Democrat
0.04378667,Kentucky,2020-10-09,joebiden,Democrat
0.54323334,Puerto Rico,2020-10-09,mikepence,Republican
0.03323333,Oklahoma,2020-10-09,joebiden,Democrat
0.15108,Idaho,2020-10-09,donaldtrump,Republican
-0.12864,Missouri,2020-10-09,kamalaharris,Democrat
0.17062777,Tennessee,2020-10-09,donaldtrump,Republican
-0.14114,Mississippi,2020-10-09,joebiden,Democrat
0.19074214,California,2020-10-09,kamalaharris,Democrat
-0.5106,North Dakota,2020-10-09,joebiden,Democrat
0.1875,Hawaii,2020-10-09,donaldtrump,Republican
-0.80875003,Vermont,2020-10-09,donaldtrump,Republican
-0.12797499,South Carolina,2020-10-09,mikepence,Republican
0.049614284,Colorado,2020-10-09,mikepence,Republican
0.0007605275,New Jersey,2020-10-09,joebiden,Democrat
0.12538572,Virginia,2020-10-09,kamalaharris,Democrat
-0.1077,South Carolina,2020-10-09,donaldtrump,Republican
-0.015650002,South Carolina,2020-10-09,joebiden,Democrat
-0.3916375,Illinois,2020-10-09,mikepence,Republican
-0.16464001,Utah,2020-10-09,mikepence,Republican
0.042847242,Kansas,2020-10-09,kamalaharris,Democrat
0.4753,South Dakota,2020-10-09,joebiden,Democrat
-0.06855466,Kansas,2020-10-09,donaldtrump,Republican
-0.027416678,New Mexico,2020-10-09,donaldtrump,Republican
0.033517245,North Carolina,2020-10-09,kamalaharris,Democrat
-0.03352727,Missouri,2020-10-09,donaldtrump,Republican
-0.16107692,Michigan,2020-10-09,mikepence,Republican
0.3336182,Mississippi,2020-10-09,kamalaharris,Democrat
-0.21838823,North Carolina,2020-10-09,mikepence,Republican
0.115872726,Massachusetts,2020-10-09,donaldtrump,Republican
-0.022954538,Oklahoma,2020-10-09,kamalaharris,Democrat
-0.03429767,Arizona,2020-10-09,joebiden,Democrat
-0.040574998,Mississippi,2020-10-09,mikepence,Republican
-0.024358975,District of Columbia,2020-10-09,donaldtrump,Republican
0.37608334,Connecticut,2020-10-09,mikepence,Republican
0.025449999,Alaska,2020-10-09,kamalaharris,Democrat
0.061100002,Wisconsin,2020-10-09,mikepence,Republican
-0.34382,Mississippi,2020-10-10,mikepence,Republican
0.07671415,Texas,2020-10-10,joebiden,Democrat
0.27831668,Alabama,2020-10-10,joebiden,Democrat
0.018881818,Missouri,2020-10-10,mikepence,Republican
0.040826313,Nevada,2020-10-10,joebiden,Democrat
-0.10607439,Kansas,2020-10-10,mikepence,Republican
-0.2005,North Carolina,2020-10-10,mikepence,Republican
-0.043814294,Oklahoma,2020-10-10,kamalaharris,Democrat
-0.13416666,Montana,2020-10-10,donaldtrump,Republican
0.6163,North Dakota,2020-10-10,joebiden,Democrat
-0.10636154,Ohio,2020-10-10,joebiden,Democrat
0.049608093,Kansas,2020-10-10,joebiden,Democrat
-0.43265557,Washington,2020-10-10,mikepence,Republican
0.028983334,Indiana,2020-10-10,joebiden,Democrat
0.33126,Puerto Rico,2020-10-10,kamalaharris,Democrat
-0.04575714,Indiana,2020-10-10,donaldtrump,Republican
0.23158999,Maine,2020-10-10,donaldtrump,Republican
0.011465002,New Jersey,2020-10-10,donaldtrump,Republican
-0.22671515,New York,2020-10-10,mikepence,Republican
0.8458,Idaho,2020-10-10,joebiden,Democrat
-0.0011590909,Oklahoma,2020-10-10,joebiden,Democrat
-0.032923527,North Carolina,2020-10-10,kamalaharris,Democrat
-0.071266666,Delaware,2020-10-10,donaldtrump,Republican
0.13261305,Massachusetts,2020-10-10,kamalaharris,Democrat
-0.069,Georgia,2020-10-10,kamalaharris,Democrat
-0.5173,Iowa,2020-10-10,mikepence,Republican
-0.23008461,New Jersey,2020-10-10,mikepence,Republican
-0.16402501,Maryland,2020-10-10,mikepence,Republican
-0.21966924,Illinois,2020-10-10,mikepence,Republican
0.16035555,Iowa,2020-10-10,kamalaharris,Democrat
0.11322501,Maine,2020-10-10,kamalaharris,Democrat
-0.35518572,Indiana,2020-10-10,mikepence,Republican
-0.08646,Maryland,2020-10-10,joebiden,Democrat
0.214825,Alabama,2020-10-10,kamalaharris,Democrat
-0.04035,New Jersey,2020-10-10,joebiden,Democrat
0.70932,New Mexico,2020-10-10,kamalaharris,Democrat
-0.29483727,Texas,2020-10-10,mikepence,Republican
-0.11801923,Virginia,2020-10-10,donaldtrump,Republican
0.029369539,other,2020-10-10,donaldtrump,Republican
-0.7308667,Idaho,2020-10-10,mikepence,Republican
0.22517931,Colorado,2020-10-10,donaldtrump,Republican
0.05881999,New Mexico,2020-10-10,joebiden,Democrat
-0.6768,Rhode Island,2020-10-10,kamalaharris,Democrat
0.04369549,California,2020-10-10,kamalaharris,Democrat
-0.018740006,Nebraska,2020-10-10,donaldtrump,Republican
0.16774717,New York,2020-10-10,joebiden,Democrat
0.10399167,Oregon,2020-10-10,joebiden,Democrat
-0.2944,Delaware,2020-10-10,mikepence,Republican
0.2631138,Tennessee,2020-10-10,kamalaharris,Democrat
-0.11811666,Louisiana,2020-10-10,mikepence,Republican
0.036642756,California,2020-10-10,joebiden,Democrat
-0.7506,South Dakota,2020-10-10,joebiden,Democrat
0.016278576,West Virginia,2020-10-10,joebiden,Democrat
-0.6912,South Dakota,2020-10-10,mikepence,Republican
-0.24576,Maine,2020-10-10,mikepence,Republican
-0.0022692329,Michigan,2020-10-10,kamalaharris,Democrat
-0.37068,Arizona,2020-10-10,mikepence,Republican
0.1414,Minnesota,2020-10-10,donaldtrump,Republican
-0.32263333,Minnesota,2020-10-10,mikepence,Republican
0.07361593,no_loc,2020-10-10,joebiden,Democrat
-0.04120002,Nebraska,2020-10-10,joebiden,Democrat
-0.185175,Maine,2020-10-10,joebiden,Democrat
-0.49795002,West Virginia,2020-10-10,mikepence,Republican
-0.10292498,Kentucky,2020-10-10,mikepence,Republican
0.2375,Connecticut,2020-10-10,kamalaharris,Democrat
0.112788,North Carolina,2020-10-10,joebiden,Democrat
0.6705,Rhode Island,2020-10-10,donaldtrump,Republican
-0.05595,Arizona,2020-10-10,joebiden,Democrat
0.12782916,Georgia,2020-10-10,donaldtrump,Republican
-0.052431256,Ohio,2020-10-10,donaldtrump,Republican
-0.23803334,North Dakota,2020-10-10,donaldtrump,Republican
0.22631176,Nevada,2020-10-10,kamalaharris,Democrat
-0.11861111,District of Columbia,2020-10-10,kamalaharris,Democrat
-0.29662144,Georgia,2020-10-10,mikepence,Republican
-0.74895,Oklahoma,2020-10-10,donaldtrump,Republican
0.22586207,District of Columbia,2020-10-10,donaldtrump,Republican
-0.2508143,South Carolina,2020-10-10,mikepence,Republican
